,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2014-01-01 00:00:00,0.11589333506566546,0.025566673420505975,0.2525752521467039,0.11589333506566546,0.11589333506566546,0.025358035748373354,0.025358035748373354,0.025358035748373354,0.025358035748373354,0.025358035748373354,0.025358035748373354,0.0,0.0,0.0,0.14125137081403882
1,2014-01-01 00:30:00,0.11590342924205509,0.03939485128015196,0.24564769090801203,0.11590342924205509,0.11590342924205509,0.025463308581961098,0.025463308581961098,0.025463308581961098,0.025463308581961098,0.025463308581961098,0.025463308581961098,0.0,0.0,0.0,0.14136673782401618
2,2014-01-01 01:00:00,0.11591352341844471,0.035541317425836834,0.25189620936105556,0.11591352341844471,0.11591352341844471,0.022481189163272592,0.022481189163272592,0.022481189163272592,0.022481189163272592,0.022481189163272592,0.022481189163272592,0.0,0.0,0.0,0.13839471258171732
3,2014-01-01 01:30:00,0.11592361759483434,0.024876094959284428,0.23918445375639644,0.11592361759483434,0.11592361759483434,0.015433119850499676,0.015433119850499676,0.015433119850499676,0.015433119850499676,0.015433119850499676,0.015433119850499676,0.0,0.0,0.0,0.13135673744533402
4,2014-01-01 02:00:00,0.11593371177122395,0.021128434129286,0.21453998622479764,0.11593371177122395,0.11593371177122395,0.00484733588763866,0.00484733588763866,0.00484733588763866,0.00484733588763866,0.00484733588763866,0.00484733588763866,0.0,0.0,0.0,0.12078104765886262
5,2014-01-01 02:30:00,0.1159438059476136,0.0028279585599759265,0.21360065185929092,0.1159438059476136,0.1159438059476136,-0.007313490899482261,-0.007313490899482261,-0.007313490899482261,-0.007313490899482261,-0.007313490899482261,-0.007313490899482261,0.0,0.0,0.0,0.10863031504813134
6,2014-01-01 03:00:00,0.11595390012400322,-0.0018224820021857694,0.20559169753107223,0.11595390012400322,0.11595390012400322,-0.018146014145478236,-0.018146014145478236,-0.018146014145478236,-0.018146014145478236,-0.018146014145478236,-0.018146014145478236,0.0,0.0,0.0,0.097807885978525
7,2014-01-01 03:30:00,0.11596399430039284,-0.0113669326798879,0.1994238956208906,0.11596399430039284,0.11596399430039284,-0.024594562400032906,-0.024594562400032906,-0.024594562400032906,-0.024594562400032906,-0.024594562400032906,-0.024594562400032906,0.0,0.0,0.0,0.09136943190035993
8,2014-01-01 04:00:00,0.11597408847678248,-0.007651125314498631,0.19126095418601943,0.11597408847678248,0.11597408847678248,-0.024325508925353782,-0.024325508925353782,-0.024325508925353782,-0.024325508925353782,-0.024325508925353782,-0.024325508925353782,0.0,0.0,0.0,0.09164857955142869
9,2014-01-01 04:30:00,0.11598418265317209,-0.004458384907548461,0.20525526948733858,0.11598418265317209,0.11598418265317209,-0.01645238700699634,-0.01645238700699634,-0.01645238700699634,-0.01645238700699634,-0.01645238700699634,-0.01645238700699634,0.0,0.0,0.0,0.09953179564617576
