DateTime,Predicted_consumption_Kwh
2014-01-03 00:00:00,0.142220411825857
2014-01-03 00:30:00,0.1423357788385539
2014-01-03 01:00:00,0.1393637535992053
2014-01-03 01:30:00,0.1323257784657516
2014-01-03 02:00:00,0.1217500886811894
2014-01-03 02:30:00,0.1095993560742212
2014-01-03 03:00:00,0.098776927007276
2014-01-03 03:30:00,0.0923384729314515
2014-01-03 04:00:00,0.0926176205851421
2014-01-03 04:30:00,0.1005008366824285
2014-01-03 05:00:00,0.1150510327017983
2014-01-03 05:30:00,0.1335901758187732
2014-01-03 06:00:00,0.1522320157375365
2014-01-03 06:30:00,0.166738272388997
2014-01-03 07:00:00,0.1734863794934994
2014-01-03 07:30:00,0.1703066774410786
2014-01-03 08:00:00,0.1569797761077068
2014-01-03 08:30:00,0.1352719798403512
2014-01-03 09:00:00,0.1085051594032246
2014-01-03 09:30:00,0.0807760424044048
2014-01-03 10:00:00,0.056027450910116
2014-01-03 10:30:00,0.037207783067405
2014-01-03 11:00:00,0.0257266285424952
2014-01-03 11:30:00,0.0213319762058993
2014-01-03 12:00:00,0.0224204514230621
2014-01-03 12:30:00,0.0266770719304038
2014-01-03 13:00:00,0.0318557975645728
2014-01-03 13:30:00,0.036479135092496
2014-01-03 14:00:00,0.0402625431494443
2014-01-03 14:30:00,0.0441493442708759
2014-01-03 15:00:00,0.0499521870911954
2014-01-03 15:30:00,0.0597076319491653
2014-01-03 16:00:00,0.0749310618749534
2014-01-03 16:30:00,0.0959879546124175
2014-01-03 17:00:00,0.1217667893828157
2014-01-03 17:30:00,0.1497568822204944
2014-01-03 18:00:00,0.176523522776322
2014-01-03 18:30:00,0.1984630745349007
2014-01-03 19:00:00,0.2126420765593308
2014-01-03 19:30:00,0.2174983726647874
2014-01-03 20:00:00,0.2132162361799262
2014-01-03 20:30:00,0.2016725011735821
2014-01-03 21:00:00,0.1859641555103343
2014-01-03 21:30:00,0.1696392392374614
2014-01-03 22:00:00,0.1558321970718025
2014-01-03 22:30:00,0.1465305530749923
2014-01-03 23:00:00,0.1421647498028033
2014-01-03 23:30:00,0.141626382389093
2014-01-04 00:00:00,0.1427049324935051
2014-01-04 00:30:00,0.1428202995117248
2014-01-04 01:00:00,0.139848274277789
2014-01-04 01:30:00,0.1328102991497504
2014-01-04 02:00:00,0.122234609371108
2014-01-04 02:30:00,0.110083876769702
2014-01-04 03:00:00,0.0992614477080127
2014-01-04 03:30:00,0.0928229936832141
2014-01-04 04:00:00,0.0931021413876016
2014-01-04 04:30:00,0.1009853575356937
2014-01-04 05:00:00,0.1155355536058639
2014-01-04 05:30:00,0.1340746967735171
2014-01-04 06:00:00,0.1527165367423148
