DateTime,Predicted_consumption_Kwh
2014-01-03 00:00:00,0.0465053079568635
2014-01-03 00:30:00,0.0509900250549526
2014-01-03 01:00:00,0.0598722615288924
2014-01-03 01:30:00,0.0696070047016994
2014-01-03 02:00:00,0.0774249526399588
2014-01-03 02:30:00,0.0817302025617081
2014-01-03 03:00:00,0.0821770597950729
2014-01-03 03:30:00,0.0794595076292706
2014-01-03 04:00:00,0.0749136139591185
2014-01-03 04:30:00,0.0700667481246442
2014-01-03 05:00:00,0.0662615677295638
2014-01-03 05:30:00,0.0644420396241149
2014-01-03 06:00:00,0.0651273631628336
2014-01-03 06:30:00,0.0685367435223352
2014-01-03 07:00:00,0.0747822378970652
2014-01-03 07:30:00,0.0840313369295799
2014-01-03 08:00:00,0.0965591886298775
2014-01-03 08:30:00,0.1126558506220308
2014-01-03 09:00:00,0.132411910445858
2014-01-03 09:30:00,0.1554576568029731
2014-01-03 10:00:00,0.1807597587117077
2014-01-03 10:30:00,0.2065748055468048
2014-01-03 11:00:00,0.2306205849003226
2014-01-03 11:30:00,0.2504633506328479
2014-01-03 12:00:00,0.2640499872407746
2014-01-03 12:30:00,0.2702582729966433
2014-01-03 13:00:00,0.2693139532992783
2014-01-03 13:30:00,0.2629397181280721
2014-01-03 14:00:00,0.2541571167781672
2014-01-03 14:30:00,0.2467455206259967
2014-01-03 15:00:00,0.2444518654075501
2014-01-03 15:30:00,0.2501175501794573
2014-01-03 16:00:00,0.264924315221038
2014-01-03 16:30:00,0.2879477570768437
2014-01-03 17:00:00,0.316146114626384
2014-01-03 17:30:00,0.3448161977593053
2014-01-03 18:00:00,0.3684402979933966
2014-01-03 18:30:00,0.3817538975120685
2014-01-03 19:00:00,0.3808074376509648
2014-01-03 19:30:00,0.3637909405461518
2014-01-03 20:00:00,0.3314398539431379
2014-01-03 20:30:00,0.2869327699848534
2014-01-03 21:00:00,0.2353047731383803
2014-01-03 21:30:00,0.1825071206548242
2014-01-03 22:00:00,0.1343194314598979
2014-01-03 22:30:00,0.0953469340546135
2014-01-03 23:00:00,0.0683081012467494
2014-01-03 23:30:00,0.0537437840605858
2014-01-04 00:00:00,0.0501786940620378
2014-01-04 00:30:00,0.0546634373328843
2014-01-04 01:00:00,0.0635456999776663
2014-01-04 01:30:00,0.073280469321095
2014-01-04 02:00:00,0.0810984434272618
2014-01-04 02:30:00,0.0854037195201602
2014-01-04 03:00:00,0.0858506029254624
2014-01-04 03:30:00,0.083133076934668
2014-01-04 04:00:00,0.0785872094400928
2014-01-04 04:30:00,0.0737403697785158
2014-01-04 05:00:00,0.0699352155581637
2014-01-04 05:30:00,0.0681157136275807
2014-01-04 06:00:00,0.0688010633482755
2014-01-04 06:30:00,0.072210469884798
2014-01-04 07:00:00,0.0784559904391449
2014-01-04 07:30:00,0.0877051156507066
2014-01-04 08:00:00,0.100232993531238
2014-01-04 08:30:00,0.1163296817004339
2014-01-04 09:00:00,0.1360857677084813
2014-01-04 09:30:00,0.1591315402441616
2014-01-04 10:00:00,0.1844336683347432
2014-01-04 10:30:00,0.2102487413535945
2014-01-04 11:00:00,0.2342945468876064
2014-01-04 11:30:00,0.2541373387973255
2014-01-04 12:00:00,0.2677240015835222
2014-01-04 12:30:00,0.2739323135143163
2014-01-04 13:00:00,0.2729880199937016
2014-01-04 13:30:00,0.2666138110024241
2014-01-04 14:00:00,0.2578312358267077
2014-01-04 14:30:00,0.2504196657947425
2014-01-04 15:00:00,0.2481260366966783
2014-01-04 15:30:00,0.25379174758846
2014-01-04 16:00:00,0.2685985387494013
2014-01-04 16:30:00,0.2916220067272295
2014-01-04 17:00:00,0.3198203903978355
2014-01-04 17:30:00,0.3484904996545249
2014-01-04 18:00:00,0.37211462601507
2014-01-04 18:30:00,0.3854282516552719
2014-01-04 19:00:00,0.3844818179203457
2014-01-04 19:30:00,0.3674653469454879
2014-01-04 20:00:00,0.3351142864727561
2014-01-04 20:30:00,0.2906072286491141
2014-01-04 21:00:00,0.2389792579334395
2014-01-04 21:30:00,0.186181631578577
2014-01-04 22:00:00,0.1379939423464952
2014-01-04 22:30:00,0.0990214448956079
2014-01-04 23:00:00,0.0719826120435153
2014-01-04 23:30:00,0.0574182948152182
2014-01-05 00:00:00,0.0538532047745454
2014-01-05 00:30:00,0.0583379480001439
2014-01-05 01:00:00,0.0672202106022084
2014-01-05 01:30:00,0.0769549799031742
2014-01-05 02:00:00,0.08477295396958
2014-01-05 02:30:00,0.0890782300194229
2014-01-05 03:00:00,0.0895251133808069
2014-01-05 03:30:00,0.0868075873429516
2014-01-05 04:00:00,0.082261719800701
2014-01-05 04:30:00,0.0774148800941251
2014-01-05 05:00:00,0.0736097258239996
2014-01-05 05:30:00,0.0717902238517215
2014-01-05 06:00:00,0.0724755735208581
2014-01-05 06:30:00,0.0758849800122006
2014-01-05 07:00:00,0.0821305005201198
2014-01-05 07:30:00,0.091379625684003
2014-01-05 08:00:00,0.1039075035154292
2014-01-05 08:30:00,0.1200041916394672
2014-01-05 09:00:00,0.1397602775950598
2014-01-05 09:30:00,0.1628060500836569
2014-01-05 10:00:00,0.1881081781249415
2014-01-05 10:30:00,0.2139232510921794
2014-01-05 11:00:00,0.2379690565778061
2014-01-05 11:30:00,0.2578118484391163
2014-01-05 12:00:00,0.2713985111768719
2014-01-05 12:30:00,0.2776068230618077
2014-01-05 13:00:00,0.2766625294933811
2014-01-05 13:30:00,0.2702883204510459
2014-01-05 14:00:00,0.2615057452300158
2014-01-05 14:30:00,0.2540941752067842
2014-01-05 15:00:00,0.2518005461167857
2014-01-05 15:30:00,0.2574662570184115
2014-01-05 16:00:00,0.2722730481891797
2014-01-05 16:30:00,0.2952965161741692
2014-01-05 17:00:00,0.3234948998569346
2014-01-05 17:30:00,0.3521650091229618
2014-01-05 18:00:00,0.3757891354900201
2014-01-05 18:30:00,0.3891027611415379
2014-01-05 19:00:00,0.3881563274146498
2014-01-05 19:30:00,0.3711398564411852
2014-01-05 20:00:00,0.338788795971044
2014-01-05 20:30:00,0.2942817381493384
2014-01-05 21:00:00,0.24265376743251
2014-01-05 21:30:00,0.1898561410823251
2014-01-05 22:00:00,0.1416684518492407
2014-01-05 22:30:00,0.1026959544019394
2014-01-05 23:00:00,0.0756571215501783
2014-01-05 23:30:00,0.0610928043239038
2014-01-06 00:00:00,0.0575277142834581
2014-01-06 00:30:00,0.0620124575124989
2014-01-06 01:00:00,0.0708947201155482
2014-01-06 01:30:00,0.0806294894172784
2014-01-06 02:00:00,0.0884474634817341
2014-01-06 02:30:00,0.0927527395328688
2014-01-06 03:00:00,0.0931996228963326
2014-01-06 03:30:00,0.0904820968594841
2014-01-06 04:00:00,0.0859362293063929
2014-01-06 04:30:00,0.081089389586297
2014-01-06 05:00:00,0.0772842353074694
2014-01-06 05:30:00,0.0754647333184917
2014-01-06 06:00:00,0.0761500829808902
2014-01-06 06:30:00,0.0795594894592063
2014-01-06 07:00:00,0.0858050099554057
2014-01-06 07:30:00,0.0950541351088321
2014-01-06 08:00:00,0.1075820129311912
2014-01-06 08:30:00,0.1236787010421396
2014-01-06 09:00:00,0.14343478698947
2014-01-06 09:30:00,0.1664805594643503
2014-01-06 10:00:00,0.1917826874940821
2014-01-06 10:30:00,0.217597760452081
2014-01-06 11:00:00,0.2416435659252872
2014-01-06 11:30:00,0.2614863577742847
2014-01-06 12:00:00,0.2750730204981623
2014-01-06 12:30:00,0.2812813323701173
2014-01-06 13:00:00,0.2803370387890192
2014-01-06 13:30:00,0.2739628297372612
2014-01-06 14:00:00,0.2651802545010179
2014-01-06 14:30:00,0.2577686844664765
2014-01-06 15:00:00,0.2554750553657438
2014-01-06 15:30:00,0.2611407662553829
2014-01-06 16:00:00,0.2759475574138111
2014-01-06 16:30:00,0.2989710253880341
2014-01-06 17:00:00,0.3271694090559793
2014-01-06 17:30:00,0.3558395183108982
2014-01-06 18:00:00,0.379463644668523
2014-01-06 18:30:00,0.3927772703062136
2014-01-06 19:00:00,0.3918308365676484
2014-01-06 19:30:00,0.3748143655819095
2014-01-06 20:00:00,0.3424633050983833
2014-01-06 20:30:00,0.2979562472640965
2014-01-06 21:00:00,0.2463282765379563
2014-01-06 21:30:00,0.1935306501727981
2014-01-06 22:00:00,0.1453429609280163
2014-01-06 22:30:00,0.1063704634695386
2014-01-06 23:00:00,0.079331630607307
2014-01-06 23:30:00,0.0647673133687913
2014-01-07 00:00:00,0.0612022233177927
2014-01-07 00:30:00,0.0656869665329687
2014-01-07 01:00:00,0.0745692291240165
2014-01-07 01:30:00,0.0843039984169642
2014-01-07 02:00:00,0.0921219724694639
2014-01-07 02:30:00,0.0964272485085149
2014-01-07 03:00:00,0.0968741318592504
